,,,,,,ADVERTISING AND PRESS,,,,,,,Campaign materials,,,,,,,Campaign activity,,,Data and infrastructure,,,,,,,,Production Services,,,,Consultancy,,,,,Research,,,,,,,Miscellaneous,,,,,,,,Completely unclear
Supplier,Party,Total Spend,Expense Category,Supplier,More than 1 service,ADVERTISING AND PRESS,Merchandise,Newspaper or magazine advertising,Social media advertising,Online advertising (i.e. web advertising but not online newspapers or social media),"Other forms of advertising (billboards, advans, digital posters outside)",PR,Campaign materials,Design services,Campaign material printing,Paid leaflet delivery/ postage,Event costs/Venue hire,"Creative content owned by a third party (e.g. Getty images, PA images, demo music)",Translation/Braile/British Sign Language services,Campaign activity,Fundraising,Phone banking,Data and infrastructure,Campaign database or CRM,Data Services and analysis,IT infrastructure and support,Telecommunications services,Mobile application services,Email services,Website services,Production Services,Video editing/ production,Audio editing/production,Photos editing/production,Consultancy,Communication consultants,Design consultants,Social media strategy and consultancy,Data consultancy,Research,Polling,Focus groups,Ordinance survey data,Message testing,Archival research,Other forms of research,Miscellaneous,Catering,Accommodation,Expenses claimed by provider,Office infrastructure and supplies,Physical Security,Recruitment services/staffing costs,Transport,Completely unclear
Emil Charlaff,Labour Party,£500.01,Advertising,Emil Charlaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,£500.01,,,,
Silverfish Productions,Labour Party,"£18,546.00",Advertising,Silverfish Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£18,546.00",,,,,,,,,,,,,,,,,,,,,,,
POW,Labour Party,"£7,758.00",Advertising,POW,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£6,630.00","£1,128.00",,,,
Snap Inc,Labour Party,"£11,644.24",Advertising,Snap Inc,,,,,"£11,644.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Curtis Hughes Photography,Labour Party,"£4,200.00",Advertising,Jordan Curtis Hughes Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,200.00",,,,,,,,,,,,,,,,,,,,,
First Colour,Labour Party,"£1,243.00",Advertising,First Colour,,,,,,,,,,,"£1,243.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ensignbus Company Limited,Reform UK,"£72,252.00",Advertising,Ensignbus Company Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£72,252.00",
VMS Enterprises Ltd,Reform UK,"£22,020.00",Advertising,VMS Enterprises Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£22,020.00"
Deacon Brothers,"Christian Party ""Proclaiming Christ's Lordship""","£1,246.00",Advertising,Deacon Brothers,,,,,,,,,,,"£1,246.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soapbox,Co-operative Party,"£6,000.00",Advertising,Soapbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£6,000.00"
Reach Publishing Services Limited,Green Party,"£1,200.00",Advertising,Reach Publishing Services Limited,,,,,"£1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solus Leaflet Distribution,Green Party,"£4,250.00",Advertising,Solus Leaflet Distribution,,,,,,,,,,,,"£4,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Dorogdi Photography,Conservative and Unionist Party,"£6,500.00",Advertising,Adam Dorogdi Photography,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£6,500.00",,,,,,,,,,,,,,,,,,,,,,,
Visual Reo,Conservative and Unionist Party,"£1,920.00",Advertising,Visual Reo,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,920.00",,,,,,,,,,,,,,,,,,,,,,,,,
Croydon South CA,Conservative and Unionist Party,"£5,221.06",Advertising,Croydon South CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£5,221.06"
Dumfries And Galloway CA,Conservative and Unionist Party,"£1,079.20",Advertising,Dumfries And Galloway CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,079.20"
Hitchin And Harpenden CA,Conservative and Unionist Party,"£7,827.12",Advertising,Hitchin And Harpenden CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£7,827.12"
Norwich North CA,Conservative and Unionist Party,"£2,899.13",Advertising,Norwich North CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,899.13"
Hexham CA,Conservative and Unionist Party,"£5,809.04",Advertising,Hexham CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£5,809.04"
Bracknell CA,Conservative and Unionist Party,"£10,150.00",Advertising,Bracknell CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£10,150.00"
Stroud CA,Conservative and Unionist Party,"£12,643.19",Advertising,Stroud CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£12,643.19"
Chelsea And Fulham CA,Conservative and Unionist Party,"£55,905.27",Advertising,Chelsea And Fulham CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£55,905.27"
"Ruislip, Northwood And Pinner CA",Conservative and Unionist Party,"£2,457.25",Advertising,"Ruislip, Northwood And Pinner CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,457.25"
Webflow,Conservative and Unionist Party,"£22,317.97",Advertising,Webflow,,,,,,,,,,,,,,,,,,,,,,,,,,"£22,317.97",,,,,,,,,,,,,,,,,,,,,,,,,
Brentwood And Ongar CA,Conservative and Unionist Party,"£2,316.00",Advertising,Brentwood And Ongar CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,316.00"
"Plymouth, Sutton And Devonport CA",Conservative and Unionist Party,"£2,517.84",Advertising,"Plymouth, Sutton And Devonport CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,517.84"
Reach Publishing Services Limited,Conservative and Unionist Party,"£4,320.00",Advertising,Reach Publishing Services Limited,y,,,"£4,320.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheltenham CA,Conservative and Unionist Party,"£33,535.50",Advertising,Cheltenham CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£33,535.50"
"Berwickshire, Roxburgh And Selkirk CA",Conservative and Unionist Party,"£7,669.24",Advertising,"Berwickshire, Roxburgh And Selkirk CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£7,669.24"
Gravesham CA,Conservative and Unionist Party,"£2,968.39",Advertising,Gravesham CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,968.39"
Harlow CA,Conservative and Unionist Party,"£28,684.41",Advertising,Harlow CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£28,684.41"
North East Derbyshire CA,Conservative and Unionist Party,"£3,011.35",Advertising,North East Derbyshire CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£3,011.35"
Rossendale And Darwen CA,Conservative and Unionist Party,"£1,194.09",Advertising,Rossendale And Darwen CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,194.09"
Stoke-On-Trent South CA,Conservative and Unionist Party,"£9,465.35",Advertising,Stoke-On-Trent South CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£9,465.35"
Snapchat,Conservative and Unionist Party,"£3,809.68",Advertising,Snapchat,,,,,"£3,809.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annabel Mullin,Advance Together [De-registered 01/10/20],"£1,500.00",Advertising,Annabel Mullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,500.00",,,,,,,,,,,,,,,,,,,,
Irish News,SDLP (Social Democratic & Labour Party),"£12,000.00",Advertising,Irish News,,,,"£12,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenroom Films,Scottish National Party (SNP),"£26,790.12",Campaign broadcasts,Greenroom Films,y,,,,,,,,,,,,,,,,,,,,,,,,,,,"£18,484.08","£2,742.00",,,,,,,,,,,,,,,,,"£5,564.04",,,,,
digitaldub.ie,Sinn Féin,"£1,048.68",Campaign broadcasts,digitaldub.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,048.68",,,,,,,,,,,,,,,,,,,,,,,
Roundtable Post Production,Labour Party,"£1,980.00",Campaign broadcasts,Roundtable Post Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,980.00",,,,,,,,,,,,,,,,,,,,,,
Middle Table,Conservative and Unionist Party,"£61,336.80",Campaign broadcasts,Middle Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£61,336.80",,,,,,,,,,,,,,,,,,,,,,,
Ray Knight,Conservative and Unionist Party,"£2,700.00",Campaign broadcasts,Ray Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,700.00",,,,,,,,,,,,,,,,,,,,,,,
MB Productions Limited,Scottish National Party (SNP),"£6,510.00",Campaign broadcasts,MB Productions Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£6,510.00",,,,,,,,,,,,,,,,,,,,,,,
El Capitan,Labour Party,"£9,451.73",Campaign broadcasts,El Capitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£9,451.73",,,,,,,,,,,,,,,,,,,,,,,
Josh Cole Ltd,Labour Party,"£119,124.00",Campaign broadcasts,Josh Cole Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£119,124.00",,,,,,,,,,,,,,,,,,,,,,,
Kavod Films/ Andrew Proctor,Democratic Unionist Party - D.U.P.,"£4,260.00",Campaign broadcasts,Kavod Films/ Andrew Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,260.00",,,,,,,,,,,,,,,,,,,,,,,
Reform Act,Green Party,"£38,855.00",Campaign broadcasts,Reform Act,y,,,,,,,,,,,,,,,,,,,,,,,,,,,"£8,855.00",,,,,,,,,,,,,,,,,,,,,,,"£30,000.00"
Litearts,Conservative and Unionist Party,"£3,026.40",Campaign broadcasts,Litearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£3,026.40",,,,,,,,,,,,,,,,,,,,,,,
Greehouse Media,SDLP (Social Democratic & Labour Party),"£1,595.00",Campaign broadcasts,Greehouse Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,595.00",,,,,,,,,,,,,,,,,,,,,,,
Working Word Public Relations Ltd,Plaid Cymru - The Party of Wales,"£22,716.00",Campaign broadcasts,Working Word Public Relations Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£22,716.00"
True Film Production,Scottish National Party (SNP),"£4,545.19",Campaign broadcasts,True Film Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,545.19",,,,,,,,,,,,,,,,,,,,,,,
Offline Central Ltd,Sinn Féin,"£3,360.00",Campaign broadcasts,Offline Central Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,"£3,360.00",,,,,,,,,,,,,,,,,,,,,,,,
Montage Pictures Ltd,Labour Party,"£16,376.50",Campaign broadcasts,Montage Pictures Ltd,y,,,,,,,,,,,,,,,,,,,,,,,,,,"£13,726.50","£2,650.00",,,,,,,,,,,,,,,,,,,,,,,
Shark Biscuit,Labour Party,"£14,000.00",Campaign broadcasts,Shark Biscuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£14,000.00",,,,,,,,,,,,,,,,,,,,,,,
Gorilla,Labour Party,"£2,823.00",Campaign broadcasts,Gorilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,823.00",,,,,,,,,,,,,,,,,,,,,,,
Holiday Inn,Reform UK,"£1,014.58",Campaign broadcasts,Holiday Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,014.58"
Lisbon,Green Party,"£19,350.00",Campaign broadcasts,Lisbon,,,,,,,,,,,,,,,,,,,,,,,,,,,"£19,350.00",,,,,,,,,,,,,,,,,,,,,,,,
Puri Evans,Conservative and Unionist Party,"£10,380.48",Campaign broadcasts,Puri Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£10,380.48",,,,,,,,,,,,,,,,,,,,,,,
Tourlfe Limited,Reform UK,"£93,086.40",Campaign broadcasts,Tourlfe Limited,y,,,,,,,,,,,,,,,,,,,,,,,,,,,"£26,100.00",,,,,,,,,,,,,,,,,,,,,,,"£81,561.40"
Synthesise,Conservative and Unionist Party,"£4,644.00",Campaign broadcasts,Synthesise,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,644.00",,,,,,,,,,,,,,,,,,,,,,,
ES Broadcast Ltd,Conservative and Unionist Party,"£4,762.00",Campaign broadcasts,ES Broadcast Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,762.00"
Pale Blue Dot,Alliance - Alliance Party of Northern Ireland,"£4,050.00",Campaign broadcasts,Pale Blue Dot,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,050.00",,,,,,,,,,,,,,,,,,,,,,,,
BNL Productions,Ulster Unionist Party,"£3,392.40",Campaign broadcasts,BNL Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£3,392.40",,,,,,,,,,,,,,,,,,,,,,,
MBP Creative Media Solutions,Scottish National Party (SNP),"£7,440.00",Campaign broadcasts,MBP Creative Media Solutions,y,,,,,,,,,,,,,,,,,,,,,,,,,,,"£7,200.00",,,,,,,,,,,,,,,,£240.00,,,,,,,
Poppie Sk?ld,Labour Party,"£12,843.12",Campaign broadcasts,Poppie Sk?ld,y,,,,,,,,,,,,,,,,,,,,,,,,,,,"£12,794.54",,,,,,,,,,,,,,,,,,£48.58,,,,,
Kutchibok,Plaid Cymru - The Party of Wales,"£5,931.25",Manifesto or Referendum material,Kutchibok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£5,931.25"
Remark! Limited,Labour Party,"£8,279.99",Manifesto or Referendum material,Remark! Limited,,,,,,,,,,,,,,,"£8,279.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prompt Action Ltd,Labour Party,"£19,241.99",Manifesto or Referendum material,Prompt Action Ltd,y,,,,,,,,,,,,"£16,554.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,688.00",,,,,
Broadsword Production Group,Labour Party,"£198,131.16",Manifesto or Referendum material,Broadsword Production Group,y,,,,,,,,,,,,"£198,947.15",,"£1,260.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolyn Jones,Labour Party,"£5,632.77",Manifesto or Referendum material,Carolyn Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£5,632.77"
Scanplus,Green Party,"£1,798.00",Manifesto or Referendum material,Scanplus,,,,,,,,,,,"£1,798.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueway,Conservative and Unionist Party,"£254,954.72",Manifesto or Referendum material,Blueway,y,,,,,,,,,,,,"£127,477.36",,,,,,,,,,,,,,"£127,477.36",,,,,,,,,,,,,,,,,,,,,,,,
Conservative Party,Conservative and Unionist Party,"£9,194.66",Manifesto or Referendum material,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£9,194.66"
DeafAction,Scottish National Party (SNP),"£6,399.20",Manifesto or Referendum material,DeafAction,,,,,,,,,,,,,,,"£6,399.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printbridge,UK Independence Party (UKIP),"£3,810.00",Manifesto or Referendum material,Printbridge,y,,"£2,310.00",,,,,,,,"£1,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernie Grant Arts Centre,Labour Party,"£1,968.00",Manifesto or Referendum material,Bernie Grant Arts Centre,,,,,,,,,,,,,"£1,968.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barefoot Live,Labour Party,"£203,356.93",Manifesto or Referendum material,Barefoot Live,,,,,,,,,,,,,"£203,356.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLays,Labour Party,"£346,463.37",Manifesto or Referendum material,McLays,y,,,,,,,,,,"£41,975.89","£307,717.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Theatres,Labour Party,"£6,513.35",Manifesto or Referendum material,Pioneer Theatres,,,,,,,,,,,,,"£6,513.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngosa Ltd,Labour Party,"£2,370.00",Manifesto or Referendum material,Ngosa Ltd,,,,,,,,,,,,,"£2,370.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNIB,Conservative and Unionist Party,"£3,018.67",Manifesto or Referendum material,RNIB,,,,,,,,,,,,,,,"£3,018.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HinksBrandwise Digital,Scottish National Party (SNP),"£3,837.60",Manifesto or Referendum material,HinksBrandwise Digital,,,,,,,,,,"£3,837.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eventlab,Labour Party,"£1,554.00",Manifesto or Referendum material,Eventlab,,,,,,,,,,,,,"£1,554.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCL Create,Labour Party,"£22,942.80",Manifesto or Referendum material,MCL Create,y,,,,,,,,,,,,"£22,942.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IET London,Labour Party,"£11,444.88",Manifesto or Referendum material,IET London,y,,,,,,,,,,,,"£7,308.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,136.88",,,,,,,
20-20 Recordings,Labour Party,"£1,260.01",Manifesto or Referendum material,20-20 Recordings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,260.01",,,,,,,,,,,,,,,,,,,,,,
Spot Print,The Socialist Party of Great Britain,"£2,066.00",Manifesto or Referendum material,Spot Print,,,,,,,,,,,"£2,066.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paragon Customer Communications Ltd,Conservative and Unionist Party,"£1,339,539.87",Manifesto or Referendum material,Paragon Customer Communications Ltd,,,,,,,,,,,"£1,339,539.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sign Solutions,Conservative and Unionist Party,"£14,044.80",Manifesto or Referendum material,Sign Solutions,,,,,,,,,,,,,,,"£14,044.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning Disability Wales,Plaid Cymru - The Party of Wales,"£1,320.00",Manifesto or Referendum material,Learning Disability Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,320.00"
Sarah Glenister,Labour Party,"£3,402.63",Manifesto or Referendum material,Sarah Glenister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£3,292.63",,,,,,,,,,,,,,,£110.00,,,,,
Learning Disability Wales,Labour Party,"£1,320.00",Manifesto or Referendum material,Learning Disability Wales,,,,,,,,,,,,,,,"£1,320.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscar Research,Plaid Cymru - The Party of Wales,"£18,643.20",Market research/canvassing,Oscar Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£18,643.20"
Experian Ltd,Scottish National Party (SNP),"£24,000.00",Market research/canvassing,Experian Ltd,,,,,,,,,,,,,,,,,,,,,"£24,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Data,Labour Party,"£15,840.00",Market research/canvassing,Election Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£15,840.00",,,,,,,,,,,,,,
Survation,Labour Party,"£58,439.99",Market research/canvassing,Survation,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£20,160.00","£34,920.00",,,,,,"£2,400.00",,£960.00,,,,,
Walnut Unlimited,Labour Party,"£99,564.01",Market research/canvassing,Walnut Unlimited,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£73,728.00","£22,536.00",,,,,,,,,,,,,"£3,300.00"
Paul Fox,Labour Party,"£2,745.95",Market research/canvassing,Paul Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,745.95",,,,,,,,,
Greg Cook,Labour Party,"£2,024.20",Market research/canvassing,Greg Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,024.20",,,,,,,,,,,,,
Twilio Inc,Labour Party,"£47,111.42",Market research/canvassing,Twilio Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£47,111.42"
YouGov UK,Labour Party,"£62,519.99",Market research/canvassing,YouGov UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£62,519.99",,,,,,,,,,,,,,
COR Research,Reform UK,"£477,160.00",Market research/canvassing,COR Research,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£30,000.00","£72,000.00",,,"£248,880.00",,,,,,,,,,,"£126,280.00"
eCanvasser Vconnecta Limited,Women's Equality Party,"£7,757.28",Market research/canvassing,eCanvasser Vconnecta Limited,,,,,,,,,,,,,,,,,,,,"£7,757.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survation Ltd,Green Party,"£4,128.00",Market research/canvassing,Survation Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£4,128.00",,,,,,,,,
Qbase,Conservative and Unionist Party,"£46,302.30",Market research/canvassing,Qbase,y,,,,,,,,,,,,,,,,,,"£51,642.24",,,,,,,,,,,,,,,,,,,,,,,"£9,735.00",,,,,,,,,
Return Research Limited,Conservative and Unionist Party,"£208,807.46",Market research/canvassing,Return Research Limited,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£21,679.46","£187,128.00",,,,,,,,,,,,,,
Appdynamics International Ltd,Conservative and Unionist Party,"£7,180.14",Market research/canvassing,Appdynamics International Ltd,,,,,,,,,,,,,,,,,,,,,,,,"£7,180.14",,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Telecoms,Conservative and Unionist Party,"£399,866.40",Market research/canvassing,Blue Telecoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£399,866.40",,,,,,,,,,,,,,
Populus Limited,Conservative and Unionist Party,"£132,912.00",Market research/canvassing,Populus Limited,y,,,,,,,,,,,,,,,,,,,,"£63,504.00",,,,,,,,,,,,,,,,"£69,408.00",,,,,,,,,,,,,,
CTF Partners Limited,Conservative and Unionist Party,"£1,689,000.00",Market research/canvassing,CTF Partners Limited,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,065,000.00","£624,000.00",,,,,,,,,,,,,,
Hampstead And Kilburn CA,Conservative and Unionist Party,"£12,000.00",Market research/canvassing,Hampstead And Kilburn CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£12,000.00"
Kingswood CA,Conservative and Unionist Party,"£2,038.16",Market research/canvassing,Kingswood CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,038.16"
Tamworth CA,Conservative and Unionist Party,"£1,782.18",Market research/canvassing,Tamworth CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,782.18"
Welwyn Hatfield CA,Conservative and Unionist Party,"£15,226.90",Market research/canvassing,Welwyn Hatfield CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£15,226.90"
Newcastle-Under-Lyme CA,Conservative and Unionist Party,"£7,189.37",Market research/canvassing,Newcastle-Under-Lyme CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£7,189.37"
Salisbury CA,Conservative and Unionist Party,"£1,075.10",Market research/canvassing,Salisbury CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,075.10"
Experian,Conservative and Unionist Party,"£78,246.67",Market research/canvassing,Experian,,,,,,,,,,,,,,,,,,,,,"£78,246.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faversham And Mid Kent CA,Conservative and Unionist Party,"£2,986.86",Market research/canvassing,Faversham And Mid Kent CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,986.86"
Horsham CA,Conservative and Unionist Party,"£15,548.91",Market research/canvassing,Horsham CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£15,548.91"
Ribble Valley CA,Conservative and Unionist Party,"£1,325.00",Market research/canvassing,Ribble Valley CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,325.00"
Uplifting Data,Conservative and Unionist Party,"£137,116.80",Market research/canvassing,Uplifting Data,y,,,,,,,,,,,,,,,,,,"£4,456.80",,,,,,,,,,,,,,,,"£132,660.00",,,,,,,,,,,,,,,,
Ashman,Conservative and Unionist Party,"£8,250.00",Market research/canvassing,Ashman,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£5,250.00",,,,,,,,,,,,,,,,,,"£3,000.00",,
Soho Broadcast,Conservative and Unionist Party,"£11,840.68",Market research/canvassing,Soho Broadcast,y,,,,,,,,,,,,,,,,,,,,,,"£7,332.96",,,,,,,,,,,,,,,,,,,,,,,,"£3,470.88",,,,"£1,036.84"
Foresight Business Services Limited,Conservative and Unionist Party,"£41,161.37",Market research/canvassing,Foresight Business Services Limited,y,,,,,,,,,,,,,,,,,,,"£24,878.61",,,,"£14,686.80",,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,596.00"
Bristol East CA,Conservative and Unionist Party,"£2,038.13",Market research/canvassing,Bristol East CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£2,038.13"
Hanbury,Conservative and Unionist Party,"£708,000.00",Market research/canvassing,Hanbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£708,000.00"
Dr Nigel Fletcher,Conservative and Unionist Party,"£1,080.00",Market research/canvassing,Dr Nigel Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"£1,080.00",,,,,,,,,,
